school,village,grade,no,stage,hear talk,gender,number of owls seen,what owls eat,home,where build nest,attitude to owls,like nesting in roof,how many different types of owls have you seen near your home?,afraid of owls,what did when last saw owl,what do if owl lands on the roof ,would put nest box in yard,what do you associate owls with?,what do you believe is going to happen if  an owl lands on the roof of your home?,"what problem, if any, do rats and mice cause for you and your family?","what problem, if any, do rats and mice cause for you and your family? 2",what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,"what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?"
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,65,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,1 - not like,no,two,1 - not afraid,1 - nothing,3 - chase the owl away,no,I associate on owl with a bad thing. I believe that bad thing will happen in my home,eat our food .eat our furniture. Eat our shoes. Eat our clothes,,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,1,1 prior,not applicable,male,three,"insects, rats&mice",yes,in the branches of a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,I will associate owls with to chase the owls away,it want to eat rats and mice. It want to kill a bads. It want a trees. It want to chaise a insects,because rats and mice can damage a clothes,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,2,1 prior,not applicable,male,two,insects,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,it associate with birds. Its associate with rats,the owl we want to eat the birds. It wants to kill a rats. It want to eat a mice. Owl a tree,the problems I afraid when the owl we come,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,3,1 prior,not applicable,male,two,insects,yes,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,I talk them like is a owl but they come every will came at the house,I believe dis owl can get a insects so talk is a owl just owl but when is in said a house I tell my father or my mother to came to try to kill,a problems is when a mice they came in said a house a owl can be in said house or a sam snake because of owl or mice ,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,4,1 prior,not applicable,male,two,rats and mice,yes,in the branches of a tree,3 - like,yes,two,2 - very afraid,1 - nothing,1 - nothing,yes,will want to cat a to some must and have a baby singer with want to his baby ,out win do some sound and will   must in the roof to sleep in and will everyday will sleep in that mice whin his baby ,problem or vabs is don't sleep and owl want a food even night because hugrey when rats go owl win that atack,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,5,1 prior,not applicable,male,three,rats and mice,no,in a cavity in a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,if come of my house am not afraid . Am feel so good and if she comes of my house she want are food everyday she came my house,I believe are owl because owl she want food not me am try to give owl food like are mouse and insect and mice,am not are problems because my family she like are owl and she give them food,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,6,1 prior,not applicable,male,three,rats and mice,no,in a cavity in a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,an owls comes with roof house. I m not afraid when owls comes my home I enjoy sleep when owl come because try to kill rats ,I believe owls lands of me roof of the house when . I am tired owls I chase the owls away .when come next day I will chase again .sometimes are dengarous,forgot a plate with food you will find empty . Eat our shoes. They taste everything that is flexible,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,7,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,none,1 - not afraid,1 - nothing,1 - nothing,no,I m not used this owls because in my home I m not used this owls because she is not being or based to me,I am not believe is going to happen the hands because the owl is not roofing at my house the people or my home I can not believe this one,the problems is nothing because this rats are used by the people made in zimbabwe in my home ican not believe this owl,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,8,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,yes,the owl is the biled to the associate and came to the my home and do happen an and roof and ,the owl is going to the home cry hoo;hoo. They cry she say the going to the back owl she is the megic owl the people,the problem is what came to my family see a m came of the way some you soty you can be used the parvice of the owls,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,9,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,1 - nothing,1 - nothing,no,when the owls came to my home I get very afraid of its eyes because they are so big some of the things that makes so afraid,if the owls land an the roofing of my home I get so afraid the time it land .i think its gonna came noise the house and steel my mind but my mother said the owls will not steel my mind,the rats are the problem that we have one chase to slove it by leting the owls eat mice ther are no problem with it because we used it for  rats at our home ,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,10,1 prior,not applicable,female,one,rats and mice,no,I the branches of tree,1 - not like,no,none,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate owls like when they are near your home they just coming about they want food. Some times I associate that they  are  wanted dark place because they like it   .,I thing that if the is a baby birds it can eat them because they are food. And I think that we can not sleep because of the noise at night because they like to make noise when it is ,"if I saw them I can make plan to kill them , or if the is an owl my home near my family I can take rats and mice out side so that owls catch them . And I take then night ",,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,11,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,1 - not like,no,one,3 - terrified,3 - try and kill the owl,1 - nothing,no,accoding to our people we associate them with who do the be imtompth. Because you with going to for whit back of the owls . In them associate to is you back me,in believe owl because by people your home please when back me is need for about by to space used eat. They home big ages to you happen if an the roof,your problems to rats mice cause for you please to for something to them than home than is home. The thin to space used the back as the data,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,12,1 prior,not applicable,female,three,rats and mice,yes,in the branches of a tree,1 - not like,no,one,3 - terrified,1 - nothing,1 - nothing,no,associate to our people we associate them with people who do witchcraft because is the bird they use .so as for me I do not believe that owls are being sent all Is just a birds,it is going to make noise with its voice and it will be hungry so it is going to eat mice where it have lands there are mice and rat so it even make our work better we wont to kill rats,rats eat clothes and they kind like bore ahole on the house that is why when having a house of my own and having rats there I would take owls and live with them in my house,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,13,1 prior,not applicable,female,two,rats and mice,no,in the roof of a house,1 - not like,no,one,2 - very afraid,1 - nothing,1 - nothing,no,I associate owls with a birth that become active at night because it become to see anything at night it mean that owl is not good what kind like a birds see at night,I believe that the owls it will not do nothing but if the time come fot owls to it will go,the problem is if there is a rats and mice the owls they will come and eat rats and mice because they will see the food,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,14,1 prior,not applicable,female,two,rats and mice,no,in the roof of a house,1 - not like,no,two,2 - very afraid,2 - run away,2 - run away,no,I associate owls with some big birds. And it a birds that travel at night. I associate owls with eagle because eagle are active and they are very strong,I will run away and tell my mom that she have to chase that owls. And the owls when see rats and mice it will chase them and I will be scared to go out side,"yes, they have eat our clothes   and furniture and I hate ruts and mice because they eats our clothes",,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,15,1 prior,not applicable,female,one,rats and mice,yes,in the branches of a tree,3 - like,no,one,,1 - nothing,1 - nothing,no,I associate that is just like birds because owls can fiy and birds can even fly like owls. But the different thing is just owls has round eyes. And how stand is different from the birds,I believe that when an owls stay in the roof it will eat the rats if the are there and I believe that at night we will not sleep well because the owls always make noise in the roof,the mice and rats cause the problem to family because sometimes they eat clothes and other thing,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,16,1 prior,not applicable,male,tree,rats and mice,yes,in the branches of a tree,1 - not like,yes,two,3 - terrified,1 - nothing,1 - nothing,no,owls is the that have feel and with he to my so side,owls is it mice in my house an I m he will come . Owls is the best bensin she living at the nethi,owl sing at the night and my family so agri,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,17,1 prior,not applicable,female,four,rats and mice,no,in the roof of a house,2 - no feeling,no,four,2 - very afraid,1 - nothing,3 - chase the owl away,no,an owl is a birds that travel at night because it eat rats and mice,I will say are the witches and I will become scard and run away from it or I will throgh rock to chase it,when on the roof thereis an owl I will chase the rats and mice to an owl,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,18,1 prior,not applicable,male,one,rats and mice,no,i the branches of tree,2 - no feeling,no,one,2 - very afraid,1 - nothing,1 - nothing,yes,can associate the rats by chase them and go are way,I will say it the devil is need to kill my self,is can come arfraid all people can run are away,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,19,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,1 - nothing,1 - nothing,yes,I associate awls with a rats and mice because is owl with rats and mice,she going to happen see in the roof of a house,I associate owls with a rats and mice ,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,20,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,I will be happy. I will go and be at a rats and mice owls my self,chase the owl away. I can away in my room to see owl,chase the owl away. I will not chase the owls away,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,21,1 prior,not applicable,male,two,insects,yes,in a cavity in a tree,3 - like,yes,one,2 - very afraid,1 - nothing,1 - nothing,no,the most popular couse in south africa leaner needs,enjoyable makes leaching a pleasure and it easy to use,I am need more use but the family. Has more lands on the roof I need to,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,22,1 prior,not applicable,male,two,insects,no,in a cavity in a tree,2 - no feeling,no,one,1 - not afraid,2 - run away,4 - try and kill the owl,no,run away it my home. Run away to cell university of venda help me,kilo the things you lap away yo cell a chief help me,call of university ot venda it insects response to see owl,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,23,1 prior,not applicable,male,four,rats and mice,yes,in the roof of a house,2 - no feeling,yes,two,2 - very afraid,2 - run away,3 - chase the owl away,no,ho ho is a sound or an owl when be land you home see a rats and mice,the owl when he lands other roof your home owl are not want to kill you he need to eat rats and mice,the do see I kill him to in my home owl see near your home,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,24,1 prior,not applicable,male,tree,rats and mice,yes,in the branches of a tree,2 - no feeling,yes,two,1 - not afraid,2 - run away,3 - chase the owl away,no,ho. ho . Is a sound of an owl when he land at you home see a rats nd mice,the owl when he land other roof of your home owl not want to kill you he need to eat rats and mice,when your home there rats and mice owl will be come to eat that rats and mice,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,25,1 prior,not applicable,male,tree,rats and mice,yes,in the branches of a tree,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,can associate the owl by chase them and go are way,I will say is the devil is need to kill my self,is can come afraid all people can run away,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,26,1 prior,not applicable,male,two,rats and mice,yes,in the branches of a tree,3 - like,no,one,2 - very afraid,1 - nothing,1 - nothing,no,take the satan chase the owl away,I believe couse the owl come in my home its see some beat or mouse,he forget that its some witch,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,27,1 prior,not applicable,male,tree,rats and mice,no,in the branches of a tree,1 - not like,no,two,1 - not afraid,1 - nothing,1 - nothing,no,I will not scaed,I will stay and look at the owl and seen what is doing and after that I will tell my family and it is make them angry and my grandfater when he is angry he will kill that owl,it make a trouble to my family will be apset,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,28,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,2 - run away,2 - run away,no,ai associate owl with persons face,I believe that the owl is going make a noise and that noise will make me run away or do not sleep well,rats and mice eat clothes and food and we dont sleep because they cause noise,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,29,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,1 - nothing,1 - nothing,yes,I associate owls with rats and mice because is goind to kill them every time owl when she see rats she will kill,I will say is the devil is need to kill my self,is can come artuid all people can run are away,,,,,,,,,,,,,,,,,,,,,,
